"","journal","year","editor_id","first_name","middle_name","last_name","title","category.x","name","unit","city.x","state","country","geo.code_prior_class","geo.code","income_level","region","source.x","unitid","city.y","stabbr","category.y","classification","source.y"
"766","conbio",1994,973,"frank",NA,"davis","se","se","university of california santa barbara",NA,"santa barbara","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"767","ajb",1995,339,"bruce",NA,"tiffney","ae","se","university of california santa barbara",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"768","amnat",1998,3059,"steven","d","gaines","editorial.board","se","university of california santa barbara",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"769","oecol",1999,195,"allan",NA,"stewart-oaten","editorial.board","se","university of california santa barbara",NA,"santa barbara",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"770","ajb",2002,3082,"scott",NA,"hodges","ae","se","university of california santa barbara",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"771","jbiog",2005,785,"dov","f","sax","se","se","university of california santa barbara","department of ecology, evolution, and marine biology",NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"772","ecology",1988,3083,"sally",NA,"holbrook",NA,"se","university of california santa barbara",NA,"santa barbara","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"773","ecology",1998,2908,"roger","m","nisbet",NA,"se","university of california santa barbara",NA,"santa barbara","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"774","ecology",2002,1703,"joshua","p","schimel",NA,"se","university of california santa barbara",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"775","ecology",2005,282,"bruce","e","kendall",NA,"se","university of california santa barbara",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"776","ecology",2009,235,"bradley","j","cardinale",NA,"se","university of california santa barbara",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"777","ecology",2009,1574,"jonathan","m","levine",NA,"se","university of california santa barbara",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"778","conbio",1987,2783,"raymon",NA,"dasmann","se","se","university of california santa cruz",NA,"santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"779","conbio",1989,3065,"stephen",NA,"gliessman","se","se","university of california santa cruz","agroecology program","santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"780","conbio",1994,2825,"r","edward","grumbine","se","se","university of california santa cruz","ucsc extension","santa clara","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"781","oecol",1999,2262,"marc","s","mangel","editorial.board","se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"782","amnat",2001,614,"daniel",NA,"doak","editorial.board","se","university of california santa cruz",NA,"santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"783","conbio",2002,1583,"julie",NA,"lockwood","se","se","university of california santa cruz","dept environm studies","santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"784","evol",2002,332,"barry",NA,"sinervo","ae","se","university of california santa cruz",NA,"santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"785","funecol",2006,603,"daniel","p","costa","associate editor","ae","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"786","ajb",2008,2253,"michael",NA,"loik","ae","se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"787","evol",2008,3577,"john","n","thompson","special.editor","special","university of california santa cruz",NA,"santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"788","evol",2011,292,"bruce",NA,"lyon","ae","se","university of california santa cruz",NA,"santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"789","oikos",2011,3571,"jonathan","w","moore","subject.editor","se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"790","biocon",2013,1665,"jacob",NA,"pollock","se","se","university of california santa cruz",NA,"santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"791","bitr",2013,3153,"stacy",NA,"philpott","se","se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"792","ecology",1990,1973,"laurel","r","fox",NA,"se","university of california santa cruz",NA,"santa cruz","CA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"793","ecology",2002,2659,"peter","t","raimondi",NA,"se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"794","ecology",2005,2137,"mark","h","carr",NA,"se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"795","ecology",2005,1085,"gregory","s","gilbert",NA,"se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"796","ecology",2012,548,"christopher","c","wilmers",NA,"se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"797","ecology",2014,111,"a","marm","kilpatrick",NA,"se","university of california santa cruz",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"798","ecology",2002,1869,"katherine","cole","larson",NA,"se","university of central arkansas",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","106704","conway","ar","17","doctoral","carnegie"
"799","oikos",2008,1693,"james","d","roth","subject.editor","se","university of central florida",NA,"orlando","FL","usa",NA,"USA","High income: OECD","North America","class","132903","orlando","fl","15","doctoral","carnegie"
"800","arees",1985,762,"david","m","raup","ec","se","university of chicago","geophysical sciences","chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"801","evol",1985,786,"douglas","w","schemske","ae","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"802","evol",1985,1726,"janice","b","spofford","ae","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"803","evol",1986,596,"deborah",NA,"charlesworth","ae","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"804","evol",1986,2382,"michael","j","wade","ae","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"805","amnat",1991,554,"chung-i",NA,"wu","editorial.board","se","university of chicago",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"806","evol",1991,238,"brian",NA,"charlesworth","ae","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"807","amnat",1992,1322,"jeanne",NA,"altmann","editorial.board","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"808","evol",1996,2168,"martin","e","feder","special.editor","special","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"809","amnat",1997,1345,"joy",NA,"bergelson","editorial.board","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"810","amnat",1999,2246,"mathew",NA,"leibold","editorial.board","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"811","evol",2001,2176,"michael",NA,"foote","ae","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"812","amnat",2004,507,"catherine","a","pfister","editorial.board","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"813","amnat",2008,1072,"greg",NA,"dwyer","editorial.board","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"814","oikos",2011,2995,"stefano",NA,"allesina","subject.editor","se","university of chicago",NA,"chicago",NA,"usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"815","evol",2013,2388,"mark",NA,"webster","ae","se","university of chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"816","ecology",2002,1802,"j","timothy","wootton",NA,"se","university of chicago",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","144050","chicago","il","15","doctoral","carnegie"
"817","amnat",2007,277,"bruce","c","jayne","editorial.board","se","university of cincinnati",NA,"clifton","OH","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"818","evol",2010,1896,"ken",NA,"petren","ae","se","university of cincinnati",NA,"cincinnati","OH","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"819","evol",1985,1627,"jeffry","b","mitton","special.editor","special","university of colorado boulder",NA,"denver","CO","usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"820","plantecol",1989,3350,"thomas","t","veblen","editor","se","university of colorado boulder",NA,"boulder","CO","usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"821","evol",1991,1492,"james",NA,"hanken","ae","se","university of colorado boulder",NA,"boulder","CO","usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"822","evol",1991,3518,"yan","b","linhart","ae","se","university of colorado boulder",NA,"boulder","CO","usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"823","oecol",1992,2897,"russell","k","monson","editorial.board","se","university of colorado boulder",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"824","bitr",1993,3452,"william","m","lewis","se","se","university of colorado boulder",NA,"boulder","CO","usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"825","oecol",1993,2117,"m","deane","bowers","editorial.board","se","university of colorado boulder",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"826","oecol",2006,3336,"timothy","r","seastedt","editorial.board","se","university of colorado boulder",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"827","jane",2010,2402,"michael",NA,"wunder","ae","se","university of colorado boulder",NA,"denver",NA,"usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"828","conbio",2012,311,"barry","r","noon","se","se","university of colorado boulder",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","126614","boulder","co","15","doctoral","carnegie"
"829","ajb",1985,1049,"gregory",NA,"anderson","ec","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"830","plantecol",1985,46,"antoni","wh","damman","editor","se","university of connecticut",NA,"storrs","CT","usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"831","amnat",1991,2773,"robert","k","colwell","editorial.board","se","university of connecticut",NA,"storrs","CT","usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"832","amnat",1991,3144,"stephen","w","pacal","editorial.board","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"833","amnat",1994,1849,"kent","e","holsinger","editorial.board","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"834","ajb",1995,2768,"robin","lee","chazdon","ae","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"835","jape",2001,409,"chris","s","elphick","review.board","se","university of connecticut",NA,"storrs","CT","usa","usa","USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"836","amnat",2004,847,"eldridge","s","adams","editorial.board","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"837","evol",2004,1911,"kurt",NA,"schwenk","ae","se","university of connecticut",NA,"storrs","CT","usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"838","oecol",2005,3524,"zoe","green","cardon","editorial.board","se","university of connecticut",NA,"storrs",NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"839","oecol",2007,1715,"john","a","silander","editorial.board","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"840","ajb",2008,2016,"louise",NA,"lewis","ae","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"841","ecography",2009,3327,"thiago",NA,"rangel","se","se","university of connecticut",NA,"connecticut","CT","usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"842","ajb",2010,695,"donald",NA,"les","ae","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"843","ajb",2012,3535,"cynthia",NA,"jones","ae","se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"844","conbio",2013,1914,"kathleen",NA,"segerson","se","se","university of connecticut","economics","storrs","CT","usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"845","ecology",2010,2369,"mark","c","urban",NA,"se","university of connecticut",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","129020","storrs","ct","15","doctoral","carnegie"
"846","oikos",2011,2322,"martin",NA,"quigley","subject.editor","se","university of denver",NA,"denver",NA,"usa",NA,"USA","High income: OECD","North America","class","127060","denver","co","15","doctoral","carnegie"
"847","biocon",1985,31,"a",NA,"carr","eb","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"848","fem",1985,943,"earl","l","stone","editorial.advisory.board","se","university of florida","institute of food and agricultural sciences ifas","gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"849","funecol",1987,301,"brian","k","mcnab","editorial review board","se","university of florida",NA,NA,"FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"850","evol",1988,1181,"h","jane","brockmann","ae","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"851","conbio",1989,1991,"larry",NA,"harris","se","se","university of florida","department of wildlife and range science","gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"852","conbio",1989,3088,"susan","k","jacobson","se","se","university of florida","department of wildlife and range science","gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"853","evol",1991,2279,"michael","m","miyamoto","ae","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"854","bitr",1993,1025,"francis","e","putz","se","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"855","evol",1998,233,"brian","w","bowen","ae","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"856","oecol",1998,497,"craig","w","osenberg","editorial.board","se","university of florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"857","bitr",1999,696,"douglas",NA,"levey","se","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"858","bitr",2001,388,"colin",NA,"chapman","se","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"859","bitr",2002,845,"daniel",NA,"zarin","se","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"860","conbio",2002,1917,"kathryn","e","sieving","se","se","university of florida","wildlife ecology & conservation","gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"861","fem",2003,2420,"nicholas","b","comerford","editorial.advisory.board","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"862","amnat",2004,232,"benjamin",NA,"bolker","editorial.board","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"863","bitr",2006,1351,"john",NA,"blake","se","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"864","ajb",2007,795,"doug",NA,"soltis","ae","se","university of florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"865","bitr",2007,859,"emilio","m","bruna","se","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"866","evol",2008,2387,"marta","l","wayne","ae","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"867","ajb",2009,878,"edgardo",NA,"etxeberria","ae","se","university of florida","citrus research and education center",NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"868","amnat",2009,358,"charles","f","baer","editorial.board","se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"869","funecol",2010,1862,"kaoru",NA,"kitajima","associate editor","ae","university of florida",NA,NA,"FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"870","conbio",2011,2261,"martin",NA,"main","se","se","university of florida","dept wildlife ecol & conservat","gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"871","jecol",2011,330,"brian",NA,"silliman","se","se","university of florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"872","newphyt",2011,1478,"j","h","graham","coeditor","ae","university of florida","citrus res & educ ctr","lake alfred","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"873","oecol",2013,1577,"jeremy",NA,"lichstein","handling.editor","se","university of florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"874","jbiog",2014,1138,"gustav",NA,"paulay","se","se","university of florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"875","ecology",1985,1219,"harvey","b","lillywhite",NA,"se","university of florida",NA,"gainesville","FL","usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"876","ecology",2005,2018,"l","philip","lounibos",NA,"se","university of florida","florida medical entomology lab",NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"877","ecology",2010,2295,"madan","k","oli",NA,"se","university of florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"878","ecology",2014,3319,"todd","m","palmer",NA,"se","university of florida",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134130","gainesville","fl","15","doctoral","carnegie"
"879","ajb",1986,2987,"robert",NA,"wyatt","ec","se","university of georgia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"880","evol",1987,1491,"james","l","hamrick","ae","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"881","leco",1987,980,"frank","b","golley","eic","eic","university of georgia","institute of ecology","athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"882","conbio",1988,1127,"gary","k","meffe","se","se","university of georgia","savannah river ecology laboratory","aiken","SC","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"883","evol",1989,1326,"jonathan",NA,"arnold","ae","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"884","plantecol",1990,856,"elgene","o","box","editor","se","university of georgia","geography department","athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"885","arees",1992,1328,"john","c","avise","ec","se","university of georgia","genetics","athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"886","amnat",1994,2584,"patricia","a","gowaty","editorial.board","se","university of georgia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"887","ajb",1995,3431,"william",NA,"friedman","ae","se","university of georgia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"888","arees",1995,1620,"judy","l","meyer","ec","se","university of georgia","institute for ecology","athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"889","bitr",1996,511,"catherine",NA,"pringle","se","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"890","conbio",1998,2566,"philip","m","dixon","ae","ae","university of georgia","savannah river ecology laboratory","aiken","SC","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"891","conbio",1998,2952,"rebecca","r","sharitz","se","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"892","evol",1999,1905,"kenneth","green","ross","ae","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"893","ajb",2000,641,"david",NA,"giannasi","ae","se","university of georgia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"894","conbio",2000,3532,"c","ronald","carroll","se","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"895","jecol",2000,506,"chris","j","peterson","se","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"896","amnat",2002,758,"daniel",NA,"promislow","editorial.board","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"897","evol",2006,2884,"rodney",NA,"mauricio","ae","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"898","amnat",2008,2670,"pej",NA,"rohani","editorial.board","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"899","evol",2010,1833,"kelly",NA,"dyer","ae","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"900","fem",2010,390,"chris",NA,"cieszewski","editorial.advisory.board","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"901","evol",2011,1779,"john",NA,"wares","ae","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"902","jecol",2012,2486,"nina",NA,"wurzburger","se","se","university of georgia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"903","jecol",2013,2954,"richard","p","shefferson","se","se","university of georgia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"904","leco",2013,1411,"j",NA,"hepinstall-cymerman","editorial.board","se","university of georgia",NA,"athens","GA","usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"905","jane",2014,2997,"sonia",NA,"altizer","ae","se","university of georgia",NA,"athens",NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"906","ecology",2006,1966,"lisa","a","donovan",NA,"se","university of georgia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"907","ecology",2012,171,"amy","d","rosemond",NA,"se","university of georgia",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139959","athens","ga","15","doctoral","carnegie"
"908","ecology",2002,3151,"steven","c","pennings",NA,"se","university of georgia marine institute",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"909","fem",2010,3517,"yiqing",NA,"li","editorial.advisory.board","se","university of hawaii hilo",NA,"hilo","HI","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"910","plantecol",2010,2916,"rebecca",NA,"ostertag","editorial.board","se","university of hawaii hilo",NA,"hilo","HI","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"911","amnat",1996,3146,"stephen","r","palumbi","editorial.board","se","university of hawaii manoa",NA,"honolulu","HI","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"912","funecol",2006,2054,"lawren",NA,"sack","associate editor","ae","university of hawaii manoa",NA,NA,"HI","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"913","oikos",2007,3262,"tadashi",NA,"fukami","subject.editor","se","university of hawaii manoa",NA,"honolulu","HI","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"914","bitr",2013,616,"donald",NA,"drake","se","se","university of hawaii manoa",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"915","ecology",1996,199,"andrew","d","taylor",NA,"se","university of hawaii manoa",NA,"honolulu","HI","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"916","evol",1996,2025,"lisa","m","meffert","ae","se","university of houston",NA,"houston","TX","usa",NA,"USA","High income: OECD","North America","class","225511","houston","tx","15","doctoral","carnegie"
