"","INST","COUNTRY","count"
"1418","U South Dakota","USA",1
"1419","U Tennessee","USA",2
"1420","U Texas","USA",24
"1421","U Toronto","Canada",31
"1422","U Washington","USA",7
"1423","U Wisconsin","USA",30
"1424","U. of California- Davis","USA",1
"1425","U.S. Arid Land Agricultural Research Center","USA",1
"1426","U.S. Fish and Wildlife Service","USA",1
"1427","U.S. Forest Service","USA",2
"1428","U.S. Geological survey","USA",10
"1429","U.S. Geological Survey","United States",3
"1430","U.S. Geological Survey","USA",2
"1431","U.S. Geological Survey Great Lakes Science Center","USA",1
"1432","U.S.F.W.S. N. Prairie Wildlife Research Center","USA",1
"1433","U.S.F.W.S. National Ecology Research Center","USA",2
"1434","U.S.F.W.S. National Wetlands Research Center","USA",2
"1435","Uc Santa Cruz","United States",3
"1436","UFZ Centre for Environmental Research","Germany",8
"1437","UFZ Centre for Environmental Research Leipzig-Halle","Germany",4
"1438","Ulm","Germany",3
"1439","Ulster","Northern Ireland",2
"1440","Umea University","Sweden",15
"1441","Unaffiliated","Australia",1
"1442","Unaffiliated","USA",4
"1443","United Nations University","Germany",7
"1444","United State Fish and Wildlife Service","missing",5
"1445","Unity College","United States",4
"1446","Univ. of Thessaloniki","Greece",4
"1447","Univerisity of Wisconsin","USA",1
"1448","Univeristy of Bonn","Germany",1
"1449","Univeristy of Bonn","missing",7
"1450","Univeristy of East Anglia","UK",5
"1451","Univeristy of Georgia","USA",1
"1452","Univeristy of Guelph","Canada",1
"1453","Univeristy of Illinois- Chicago","USA",1
"1454","Univeristy of Iowa","USA",2
"1455","Univeristy of Kansas","USA",1
"1456","Univeristy of Massachusetts","USA",2
"1457","Univeristy of Montana","USA",1
"1458","Univeristy of New Mexico","USA",1
"1459","Univeristy of Oxford","United Kingdom",1
"1460","Univeristy of Pennsylvania","USA",1
"1461","Univeristy of Pretoria","South Africa",1
"1462","Univeristy of Pretoria","missing",7
"1463","Universidad Autonoma de Madrid","Spain",3
"1464","Universidad Autonoma de Yucatan","Mexico",4
"1465","Universidad Catolica de Chile","Chile",1
"1466","Universidad Complutense Madrid","Spain",6
"1467","Universidad de Alicante","Spain",12
"1468","Universidad de Buenos Aires","Argentina",1
"1469","Universidad de Chile","Chile",5
"1470","Universidad de Concepcion","Chile",3
"1471","Universidad de Concepcion","USA",1
"1472","Universidad de Costa Rica","Costa Rica",3
"1473","Universidad De La Laguna","Spain",10
"1474","Universidad de la Republica","Uruguay",7
"1475","Universidad de Vigo","Spain",3
"1476","Universidad Mayor de San Simon Cochabamba","Bolivia",4
"1477","Universidad Nacaional Autonoma de Mexico","Mexico",32
"1478","Universidad Nacional Agraria","Peru",4
"1479","Universidad Nacional Autonoma de Mexico","Mexico",13
"1480","Universidad Nacional Autonoma de Mexico","MEXICO",1
"1481","Universidad Nacional del Comahue","Argentina",7
"1482","Universidad National Autonoma de Mexico","Mexico",12
"1483","Universidad Politecnica de Madrid","Spain",23
"1484","Universidad Rey Juan Carlos","Spain",5
"1485","Universidade de Brasilia","Brazil",5
"1486","Universidade de Sao Paulo","Brazil",21
"1487","Universidade Estadual de Campinas","Brazil",13
"1488","Universidade Estadual Paulista Rio Claro","Brazil",8
"1489","Universidade Federal de Alagoas","Brazil And UK",1
"1490","Universidade Federal De Alagoas","Brazil",1
"1491","Universidade Federal de Goias","Brazil",6
"1492","Universidade Federal de Lavras","Brazil",3
"1493","Universidade Federal de Uberlandia","Brazil",2
"1494","Universidade Federal do Rio de Janeiro Museu Nacional","Brazil",2
"1495","Universidade Federal do Rio Grande do Norte","Brazil",3
"1496","Universit of Wisconsin- Milwaukee","USA",1
"1497","Universit<82> de Montpellier II","France",4
"1498","Universit<84>t Z<81>rich-Irchel","Switzerland",2
"1499","Universita  di Genova","missing",1
"1500","Universita Camerino","Italy",2
"1501","Universita degli Studi di Padova","Italy",1
"1502","Universita del Salento","missing",1
"1503","Universita di Genova","Italy",1
"1504","Universita di Napoli","Italy",1
"1505","Universita di Pisa","Italy",1
"1506","Universita die Napoli ""Frederico II""","Italy",1
"1507","Universitat Osnabruck","Germany",15
"1508","Universitat Pompeu Fabra","Spain",2
"1509","Universite Claude Bernard Lyon 1","France",3
"1510","Universite Claude Bernard Lyons","France",7
"1511","Universite de Lausanne","Switzerland",3
"1512","Universite de Moncton","Canada",4
"1513","Universite de Montreal","Canada",5
"1514","Universite de Montreal","France",6
"1515","Universite de Montreal","Japan",6
"1516","Université de Montreal","Canada",1
"1517","Universite de Nantes","France",1
"1518","Universite de Paris-Sud","France",20
"1519","Universite de Rennes","France",4
"1520","Universite de Sherbrooke","Canada",11
"1521","Universite de Sherbrooke","USA",1
"1522","Université de Sherbrooke","Canada",3
"1523","Universite du Quebec","Canada",2
"1524","Universite Joseph Fourier","France",8
"1525","Université Joseph Fourier","France",3
"1526","Universite Laval Quebec","Canada",7
"1527","Universite Laval Quebec","United States",1
"1528","Universite Libre de Bruxelles","Belgium",1
"1529","Universite Montpellier","France",13
"1530","Universite Montpellier II","France",14
"1531","Universite of Montreal","Canada",17
"1532","Universite Pierre et Marie Curie","missing",1
"1533","Universite Pierre Et Marie Curie","France",3
"1534","Universiti Sains Malaysia","Malaysia",6
"1535","University at Buffalo","USA",2
"1536","University Botanical Garden","Norway",8
"1537","University College Cork","Ireland",15
"1538","University College Dublin","Ireland",27
"1539","University College London","UK",5
"1540","University College London","United Kingdom",7
"1541","University College London","USA",1
"1542","University College of North Wales","UK",23
"1543","University College of North West Bangor","UK",6
"1544","University du Quebec a Montreal","Canada",7
"1545","University fo California Berkeley","USA",2
"1546","University Kebangsaan","Malaysia",3
"1547","University Lodz","Poland",4
"1548","University Marine Biological Station Millport","UK",1
"1549","University of Aarhus","Denmark",13
"1550","University of Aberdeen","Scotland",17
"1551","University of Aberdeen","UK",37
"1552","University of Aberdeen ","UK",10
"1553","University of Adelaide","Australia",17
"1554","University of Agricultural Science Bangalore","India",3
"1555","University of Agricultural Sciences","Austria",6
"1556","University of Agriculture","Czech Republic",5
"1557","University of Akron","USA",10
"1558","University of Alabama Huntsville","USA",4
"1559","University of Alabama Tuscaloosa","USA",3
"1560","University of Alabama- Huntsville","USA",7
"1561","University of Alaska Fairbanks","Norway",1
"1562","University of Alaska Fairbanks","USA",21
"1563","University of Alaska, Anchorage","USA",1
"1564","University of Alberta","Canada",71
"1565","University of Alberta","USA",3
"1566","University of Alicante","Spain",2
"1567","University of Allahabad","India",2
"1568","University of Amsterdam","Netherlands",25
"1569","University Of Amsterdam","Netherlands",1
"1570","University of Antwerp","Belgium",17
"1571","University of Arizona","USA",46
"1572","University of Arizona ","USA",7
"1573","University of Arkansas","USA",21
"1574","University of Arkansas at Little Rock","USA",12
"1575","University of Auckland","Australia",1
"1576","University of Auckland","New Zealand",23
"1577","University of Barcelona","Spain",1
"1578","University of Basel","Switzerland",4
"1579","University Of Bergen","Norway",29
"1580","University of Bern","Switzerland",10
"1581","University of Bern ","Switzerland",5
"1582","University of Birmingham","UK",12
"1583","University Of Birmingham","UK",10
"1584","University of Bologna","Italy",7
"1585","University of Bonn","USA",2
"1586","University of Botswana","Botswana",5
"1587","University of Bremen","Germany",9
"1588","University of British Columbia ","Canada",7
"1589","University of British Columbia Vancouver","Canada",113
"1590","University of British Columbia-Okanagan","Canada",3
"1591","University of British Columbia, Vancouver","Canada",1
"1592","University of Buenos Aires","Argentina",37
"1593","University of Buenos Aires","UK",2
"1594","University of Buenos Aires ","Argentina",10
"1595","University of Buenos Aires and IFEVA","Argentina",1
"1596","University of Calgary","Canada",14
"1597","University of California","USA",51
"1598","University of California","missing",1
"1599","University Of California","United States",3
"1600","University of California ","USA",9
"1601","University Of California At Los Angeles","United States",26
"1602","University of California Berkeley","United States",3
"1603","University of California Berkeley","USA",2
"1604","University of California Davis","United States",15
"1605","University of California Davis","USA",102
"1606","University of California Los Angeles","USA",12
"1607","University of California San Diego","USA",11
"1608","University of California Santa Barbara","USA",8
"1609","University of California Santa Cruz","USA",4
"1610","University of California- Berkeley","USA",16
"1611","University of California- Davis","USA",32
"1612","University of California- Irvine","USA",16
"1613","University of California- Los Angeles","USA",10
"1614","University of California- Riverside","USA",28
"1615","University of California- San Diego","USA",3
"1616","University of California- Santa Barbara","USA",24
"1617","University of California- Santa Cruz","USA",14
"1618","University of California--Berkeley","USA",8
"1619","University of California-Berkeley","USA",15
"1620","University of California-Davis","Canada",1
"1621","University of California-Davis","USA",112
"1622","University of California-Los Angeles","USA",10
"1623","University of California-Merced","United States",4
"1624","University of California-San Diego","USA",6
"1625","University of California-Santa Barbara","USA",25
"1626","University of California-Santa Cruz","USA",40
"1627","University of California, Berkeley","USA",45
"1628","University of California, Berkely ","USA",9
"1629","University of California, Davis","USA",53
"1630","University of California, Davis ","USA",6
"1631","University Of California, Irvine","United States",10
"1632","University of California, Los Angeles","USA",6
"1633","University of California, NCEAS","USA",3
"1634","University of California, Riverside","USA",16
"1635","University of California, San Diego","USA",4
"1636","University of California, Santa Barbara","USA",7
"1637","University of California, Santa Cruz","USA",31
"1638","University of Cambridge","France",5
"1639","University of Cambridge","UK",45
"1640","University of Cambridge","United Kingdom",3
"1641","University of Cambridge","missing",4
"1642","University of Canterbury","New Zealand",43
"1643","University of Cape Town","South Africa",34
"1644","University of Cape Town","UK",2
"1645","University Of Cape Town","South Africa",7
"1646","University of Cape Town ","South Africa",7
"1647","University of Carolina Aiken","USA",4
"1648","University of Central Arkansas","USA",3
"1649","University of Central Florida","USA",9
"1650","University of Ceske Budejovice","Czech Republic",1
"1651","University of Chicago","USA",35
"1652","University of Chile","Chile",4
"1653","University of Cincinnati","USA",3
"1654","University of Cologne","Germany",8
"1655","University Of Colorado","United States",14
"1656","University of Colorado Boulder","USA",47
"1657","University of Colorado- Boulder","USA",11
"1658","University of Colorado-Boulder","United States",1
"1659","University of Connecticut","United Kingdom",1
"1660","University of Connecticut","United States",19
"1661","University of Connecticut","USA",34
"1662","university of Connecticut ","USA",1
"1663","University of Connecticut ","USA",26
"1664","University of Connetticut","USA",8
"1665","University of Copenhagen","Denmark",29
"1666","University of Copenhagen","missing",1
"1667","University of Dar Es Salaam","Tanzania",2
"1668","University of Delaware","USA",6
"1669","University of Durham","England",5
"1670","University of Durham","missing",8
"1671","University of East Anglia","England",1
"1672","University of East Anglia","UK",14
"1673","University of East Anglia","United Kingdom",3
"1674","University of Edinburgh","Scotland",13
"1675","University of Edinburgh","UK",47
"1676","University of Edinburgh","United Kingdom",7
"1677","University of Edinburhg","United Kingdom",1
"1678","University of Essex","UK",15
"1679","University of Exeter","England",17
"1680","University of Exeter","UK",12
"1681","University of Exeter in Cornwall","United Kingdom",4
"1682","University of Exeter Penryn","UK",2
"1683","University of Florida","USA",207
"1684","University of Freiburg","Germany",6
"1685","University of Fribourg","Switzerland",3
"1686","University of Georgia","Switzerland",7
"1687","University of Georgia","United Kingdom",1
"1688","University of Georgia","United States",1
"1689","University of Georgia","USA",86
"1690","University of Georgia Griffin Campus","USA",2
"1691","University of Georgia Marine Institute","USA",4
"1692","University of Georgia, Athens","United States",2
"1693","University of Ghent","Belgium",11
"1694","University of Gottingen","Germany",7
"1695","University of Groningen","Netherlands",9
"1696","University of Groningen","The Netherlands",4
"1697","University of Groningen ","The Netherlands",4
"1698","University of Guelph","Canada",52
"1699","University of Haifa","Israel",11
"1700","University of Hamburg","Germany",1
"1701","University of Hawai'i","USA",2
"1702","University of Hawaii at Hilo","USA",4
"1703","University of Hawaii at Manoa","USA",7
"1704","University of Hawaii at Manoa","missing",1
"1705","University of Hawaii Manoa","United States",5
"1706","University of Hawaii Manoa","USA",7
"1707","University of Helsinki","Finland",106
"1708","University of Helsinki","USA",5
"1709","University of Hong Kong","China",22
"1710","University of Hong Kong","Hong Kong",21
"1711","University of Houston","USA",6
"1712","University of ibadan","Nigeria",10
"1713","University of Idaho","USA",58
"1714","University of Ife","Nigeria",6
"1715","University of Illimois at Chicago","USA",2
"1716","University of illinois","USA",1
"1717","University of Illinois ","Usa",4
"1718","University of Illinois ","USA",17
"1719","University of Illinois at Chicago","Australia",1
"1720","University of Illinois at Chicago","United States",4
"1721","University of Illinois at Chicago","USA",1
"1722","University of Illinois at Urbana-Champaign","USA",24
"1723","University of Illinois Urbana Champaign","Sweden",12
"1724","University of Illinois Urbana Champaign","United States",8
"1725","University of Illinois Urbana Champaign","USA",109
"1726","University of Illinois- Chicago","USA",1
"1727","University of Illinois, Chicago","USA",8
"1728","University of Iowa","Canada",12
"1729","University of Iowa","Germany",5
"1730","University of Iowa","United States",10
"1731","University of Iowa","USA",13
"1732","University of Joensuu","Finland",16
"1733","University of Jyvaskyla","Finland",6
"1734","University of Kaiserslautern","Germany",7
"1735","University of Kansas","United States",4
"1736","University of Kansas","USA",48
"1737","University of Kent","England",5
"1738","University of Kentucky","Australia",1
"1739","University of Kentucky","USA",62
"1740","University of KwaZulu-Natal ","South Africa",6
"1741","University of Lancaster","UK",3
"1742","University of Lausanne","Switzerland",4
"1743","University of Leeds","United Kingdom",3
"1744","University of Leichester","UK",6
"1745","University of Leiden","Netherlands",1
"1746","University of Leipzig","Germany",4
"1747","University of Lethbridge","Canada",7
"1748","University of Leuven","Belgium",6
"1749","University of Leuvenn","Belgium",1
"1750","University of Liverpool","UK",45
"1751","University of Liverpool","United Kingdom",3
"1752","University of London","England",20
"1753","University of London","missing",1
"1754","University of Los Andes Bogota","Colombia",3
"1755","University of Louisville","USA",3
"1756","University of Lund","Sweden",21
"1757","University of Maine","USA",25
"1758","University of Malaysia","Malaysia",8
"1759","University of Manchester","UK",2
"1760","University of Manchester","United Kingdom",6
"1761","University of Manitoba","Canada",11
"1762","University of Marburg","Germany",5
"1763","University of Maryland","Canada",2
"1764","University of Maryland","USA",64
"1765","University of Maryland Center for Environmental Science","USA",2
"1766","University of Massachusetts Amherst","USA",37
"1767","University of Massachusetts at Amherst","USA",5
"1768","University of Massachusetts- Amherst","USA",8
"1769","University of Massachusetts-Amherst","USA",16
"1770","University of Massachusetts-Boston","USA",3
"1771","University of Massachusetts, Boston","USA",7
"1772","University of Melbourne","Australia",84
"1773","University of Melbourne","USA",2
"1774","University of Melbourne","missing",1
"1775","University Of Melbourne","Australia",14
"1776","University of Mexico","Mexico",8
"1777","University of Miami","USA",2
"1778","University of Michgan","USA",1
"1779","University of Michigan","USA",48
"1780","University of Milano","Italy",7
"1781","University of Minnesota Crookston","USA",12
"1782","University of Minnesota Duluth","USA",17
"1783","University of Minnesota Twin Cities","United States",18
"1784","University of Minnesota Twin Cities","USA",100
"1785","University of Minnesota- Duluth","USA",5
"1786","University of Missisippi","United States",2
"1787","University of Mississippi","USA",5
"1788","University of Missouri Columbia","USA",72
"1789","University of Missouri St Louis","USA",42
"1790","University of Missouri St Louis","missing",4
"1791","University of Missouri-Columbia","USA",2
"1792","University of Missouri-St. Louis","USA",3
"1793","University of Montana","USA",42
"1794","University of Montana","missing",1
"1795","University of Montanna","USA",1
"1796","University of Munich","Germany",4
"1797","University of Natal","South Africa",11
"1798","University of Natural Resources and Life Sciences Vienna","Austria",13
"1799","University of Nebraska Lincoln","USA",78
"1800","University of Nevada Las Vegas","USA",6
"1801","University Of Nevada Las Vegas","United States",10
"1802","University of Nevada Reno","United States",5
"1803","University of Nevada Reno","USA",7
"1804","University of Nevada- Reno","USA",3
"1805","University of Nevada-Las Vegas","USA",9
"1806","University of Nevada-Reno","USA",4
"1807","University of Nevada, Reno","USA",22
"1808","University of New Brunswick","Canada",17
"1809","University of New Brunswick","missing",1
"1810","University of New England","Australia",12
"1811","University of New England, Armidale","Australia",1
"1812","University of New Hampshire","USA",4
"1813","University of New Mexico","USA",44
"1814","University Of New Mexico","United States",5
"1815","University of New Orleans","USA",3
"1816","University of New South Wales","Australia",15
"1817","University of New South Wales","UK",10
"1818","University of New South Wales","USA",6
"1819","University of North Carolina at Chapel Hill","United States",16
"1820","University of North Carolina at Chapel Hill","USA",26
"1821","University of North Carolina Chapel Hill","USA",25
"1822","University of North Carolina Charlotte","USA",3
"1823","University of North Carolina-Chapel Hill","United States",5
"1824","University of North Carolina-Chapel Hill","USA",8
"1825","University of North Carolina-Greensboro","USA",2
"1826","University of North Carolina, Wilmington","USA",5
"1827","University of North Dakota","USA",26
"1828","University of North Dakota Grand Forks","United States",3
"1829","University of North Georgia","United States",1
"1830","University of North Texas","USA",12
"1831","University of Notre Dame","USA",10
"1832","University of Nottingham","Russia",5
"1833","University of Nottingham","Slovakia",6
"1834","University of Nottingham","UK",10
"1835","University of Oklahoma","USA",10
"1836","University of Oldenberg, ","Germany",2
"1837","University of Oldenburg","Germany",1
"1838","University of Oldenburg","Switzerland",7
"1839","University Of Orange Free State","South Africa",6
"1840","University of Oregon","USA",35
"1841","University of Oslo","Norway",30
"1842","University of Otago","NewZealand",4
"1843","University of Ottawa","Canada",7
"1844","University of Oulu","Finland",5
"1845","University of Oxford","Australia",3
"1846","University of Oxford","England",5
"1847","University of Oxford","UK",97
"1848","University of Oxford","United Kingdom",16
"1849","University Of Oxford","UK",33
"1850","University of Pavia","Italy",1
"1851","University of Pennsylvania","Australia",1
"1852","University of Pennsylvania","USA",9
"1853","University of Pennsylvania, ","USA",4
"1854","University of Peradeniya","Sri Lanka",5
"1855","University of Pittsburg","USA",1
"1856","University of Pittsburgh","Austria",3
"1857","University of Pittsburgh","United States",5
"1858","University of Pittsburgh","USA",18
"1859","University of Port Elizabeth","South Africa",7
"1860","University of Potsdam","Germany",8
"1861","University of Potsdam","Switzerland",3
"1862","University of Pretoria","South Africa",6
"1863","University of Pretoria","missing",3
"1864","University of Puerto Rico","USA",6
"1865","University of Quebec in Abitibi-Temiscamingue","Canada",2
"1866","University of Quebec in Abitibi-Temiscamingue","Israel",11
"1867","University of Queensland","Australia",51
"1868","University of Queensland","USA",6
"1869","University of Querzburg","Germany",1
"1870","University of Regensburg","Germany",13
"1871","University of Regina","Canada",28
"1872","University of Regina","United States",3
"1873","University of Rey Juan Carlos","Spain",5
"1874","University of Rhode Island","USA",33
"1875","University of Rochester","USA",9
"1876","University of Salento","Italy",4
"1877","University Of Salzburg","Austria",4
"1878","University of Sao Paolo","Brazil",13
"1879","University of Sao Paolo","USA",5
"1880","University of Saskatchewan","Canada",2
"1881","University of Sheffield","England",46
"1882","University of Sheffield","UK",34
"1883","University of Sheffield","United States",2
"1884","University of Sheffield","USA",3
"1885","University Of Sheffield","UK",13
"1886","University of South Carolina","United States",4
"1887","University of South Carolina","USA",8
"1888","University of South Florida","USA",12
"1889","University of Southampton","UK",19
"1890","University of Southampton ","USA",2
"1891","University of Southern Florida","USA",2
"1892","University of St Andrews","UK",4
"1893","University of St. Andrews","Canada",1
"1894","University of St. Andrews","United Kingdom",2
"1895","University of Stellenbosch","South Africa",34
"1896","University Of Stellenbosch","South Africa",6
"1897","University of Stirling","Scotland",1
"1898","University of Stirling","The Netherlands",2
"1899","University of Stirling","UK",18
"1900","University of Stirlinng","UK",1
"1901","University of Stockholm","Sweden",1
"1902","University of Strathclyde","UK",13
"1903","University of Sussex","England",4
"1904","University of Sussex","UK",46
"1905","University of Sydney","Australia",38
"1906","University of Sydney ","Australia",16
"1907","University of T_bingen ","Germany",5
"1908","University of T_bingen ","UK",1
"1909","University of Tartu","Estonia",8
"1910","University Of Tasmania","Australia",4
"1911","University of Tel Aviv","Israel",1
"1912","University of Tel Aviv","missing",3
"1913","University of Tennesee","USA",13
"1914","University of Tennessee","Denmark",1
"1915","University of Tennessee","United States",8
"1916","University of Tennessee","USA",63
"1917","University Of Texas At Austin","United States",1
"1918","University of Texas at El Paso","USA",1
"1919","University of Texas Austin","Portugal",1
"1920","University of Texas Austin","USA",24
"1921","University of Texas-Arlington","USA",4
"1922","University of Texas-Austin","USA",3
"1923","University of Texas, Austin","USA",1
"1924","University of the Witwatersrand","Canada",1
"1925","University of the Witwatersrand","South Africa",9
"1926","University of Tokyo","Japan",2
"1927","University of Toledo","USA",10
"1928","University of Toronto","Canada",81
"1929","University of Toronto","USA",4
"1930","University Of Toronto","Canada",6
"1931","University of Toronto at Mississauga","Canada",1
"1932","University of Toronto Mississauga","Canada",12
"1933","University of Toulouse","France",5
"1934","University of Trieste","Germany",1
"1935","University of Trieste","Italy",21
"1936","University of Tromso","Norway",15
"1937","University of Tromsø","Norway",3
"1938","University of Tulsa","USA",3
"1939","University of Turku","Finland",19
"1940","University of Ulm","Germany",3
"1941","University of Ulster at Jordanstown","UK",2
"1942","University of Umea","Sweden",11
"1943","University of Utah","USA",99
"1944","University of Utrecht","Netherlands",64
"1945","University of Vermont","USA",34
"1946","University Of Vermont","United States",10
"1947","University of Victoria","Canada",5
"1948","University of Vienna","Austria",5
"1949","University of Vigo","Spain",3
"1950","University of Virginia","United States",2
"1951","University of Virginia","USA",33
"1952","University of Virginia","missing",1
"1953","University of Waikato","New Zealand",1
"1954","University of Wales","UK",13
"1955","University of Washington","United States",6
"1956","University of Washington","USA",89
"1957","University of Washington ","USA",1
"1958","University of Washington Seattle","USA",2
"1959","University of Waterloo","Canada",9
"1960","University of Western Australia","Australia",15
"1961","University of Western Ontario","Canada",7
"1962","University of Western Ontario","Germany",1
"1963","University of Western Ontario","USA",1
"1964","University of Windsor","Canada",3
"1965","University of Wisconsin","United States",4
"1966","University of Wisconsin","USA",61
"1967","University of Wisconsin","USA",3
"1968","University of Wisconsin ","USA",3
"1969","University of Wisconsin - River Falls","USA",2
"1970","University of Wisconsin Milwaukee","USA",3
"1971","University of Wisconsin- Milwaukee","USA",3
"1972","University of Wisconsin- Parkside","USA",3
"1973","University of Wisconsin-Eau Claire","United States",2
"1974","University of Wisconsin-Madison","Sweden",5
"1975","University of Wisconsin-Madison","USA",31
"1976","University of Wollongong","Australia",5
"1977","University of Wuerzburg","Germany",2
"1978","University of Wurzburg","Germany",32
"1979","University of Wurzburg","missing",6
"1980","University of Wyoming","Canada",3
"1981","University of Wyoming","USA",58
"1982","University of York","UK",23
"1983","University Of York","UK",16
"1984","University of Zuidema","Netherlands",1
"1985","University of Zurich","Switzerland",15
"1986","University Of Zurich","Switzerland",10
"1987","University of Zurich-Irchel","Switzerland",15
"1988","University Oregon","USA",2
"1989","University Paris-Sud 11","France",17
"1990","University Pompeu Fabra","Spain",1
"1991","University Sheffield","UK",2
"1992","University System of Maryland","USA",1
"1993","Universtity Of Southampton","UK",3
"1994","Univesity of Sterling","UK",4
"1995","Unniversity of Leuven","Belgium",1
"1996","Unniversity of Stirling","UK",1
"1997","Unsw","Australia",5
"1998","Unversity of Minnestoa","USA",2
"1999","Unversity of Pretoria","South Africa",4
"2000","Uppsala U","missing",2
"2001","Uppsala University","Sweden",64
"2002","Uppsala University","USA",6
"2003","Uppsala University","missing",2
"2004","US Army Engineer Research and Development Center ","USA",2
"2005","US Department of Agriculture","USA",12
"2006","US Environmental Protection Agency","USA",30
"2007","US Fish and Wildlife Service","USA",11
"2008","US Forest Service","USA",40
"2009","US Forest Service, USDA","USA",6
"2010","US Geological Survey","USA",4
"2011","US Geological Survey","missing",2
"2012","US Geological Survey ","USA",10
"2013","US Geological Survey Patuzent","USA",1
"2014","USDA","USA",329
"2015","USDA APHIS","missing",4
"2016","USDA Cooperative State Research, Education and Extension Service (CSREES)","Switzerland",1
"2017","USDA Cooperative State Research, Education and Extension Service (CSREES)","USA",1
"2018","USDA Forest Service","Germany",6
"2019","USDA Forest Service","Netherlands",6
"2020","USDA Forest Service","Puerto Rico",7
"2021","USDA Forest Service","United States",7
"2022","USDA Forest Service","USA",133
"2023","USDA Forest Service","missing",2
"2024","USDA Forest Service Rocky Mountain Research Station","USA",2
"2025","USDA Forest Service Southern Research Station","USA",20
"2026","USDA-ARS","USA",3
"2027","USFS Rocky Mountain Research Station","missing",3
"2028","USFWS Alaska Region","missing",5
"2029","USFWS Idaho Fish and Wildlife Office","missing",1
"2030","USGS","USA",30
"2031","USGS & University of California-Santa Barbara","USA",9
"2032","USGS Alaska Science Center","missing",9
"2033","USGS Biological Resources Division","missing",4
"2034","USGS Forest and Rangeland Ecosystem Science Center","USA",6
"2035","USGS Forest and Rangeland Ecosystem Science Center","missing",4
"2036","USGS Fort Collins Science Center","missing",5
"2037","USGS Northern Prairie Wildlife Research Center","missing",5
"2038","USGS Patuxent Wildlife Research Center","missing",7
"2039","USGS Western Ecological Research Center","USA",7
"2040","USGS Wisconsin Cooperative Wildlife Research Unit","missing",2
"2041","USGS/NRII","Germany",10
"2042","USGS/NRII","USA",11
"2043","Utah","USA",28
"2044","Utah State U","missing",5
"2045","Utah State University","UK",9
"2046","Utah State University","United States",3
"2047","Utah State University","USA",65
"2048","Utah State University ","USA",8
"2049","Utrecht","Netherlands",6
"2050","Utrecht University","The Netherlands",9
"2051","Vancouver","Canada",13
"2052","Vanderbilt","USA",4
"2053","Vanderbilt University","USA",7
"2054","Vassar College","missing",4
"2055","Vegetation Survey of Western Australia","Australia",4
"2056","Vermont","USA",5
"2057","Victoria University of Wellington","Australia",1
"2058","Victoria University of Wellington","New Zealand",19
"2059","Victoria University Of Wellington","New Zealand",5
"2060","Victorian School of forestry","Australia",3
"2061","Vigo","Spain",10
"2062","Villanova U","missing",6
"2063","Villanova University","USA",1
"2064","Virginia Commonwealth University","USA",1
"2065","Virginia Commonweath U","USA",2
"2066","Virginia Polytechnic Institute & State University","USA",8
"2067","Virginia Polytechnic Institute and State University","USA",12
"2068","Virginia Polytechnic Institute State U","missing",1
"2069","Virginia Tech","USA",42
"2070","Virginia Tech","missing",5
"2071","Virginia Tech U","missing",2
"2072","Virginia Tech University","USA",5
"2073","Vrije Universiteit ","Netherlands",17
"2074","Vrije Universiteit Amsterdam","Australia",2
"2075","Vrije Universiteit Amsterdam","Switzerland",9
"2076","Vrije Universiteit Amsterdam","The Netherlands",27
"2077","VRije Universiteit Amsterdam","Netherlands",1
"2078","VU University Amsterdam","Netherlands",2
"2079","VU University Amsterdam","The Netherlands",3
"2080","Wageningen","Netherlands",10
"2081","Wageningen Agricultural University and Research Center-Alterra","Netherlands",1
"2082","Wageningen University and Instituto Boliviano de Investigacion Forestal","Netherlands",1
"2083","Wageningen University and Research","Netherlands",96
"2084","Wageningen University and Research","The Netherlands",8
"2085","Wageningen University and Research","USA",6
"2086","Wageningen University Research Center-Alterra","Netherlands",3
"2087","Wageningen University Research Center-Alterra","The Netherlands",3
"2088","Waikato University ","New Zealand",3
"2089","Wake Forest University","United States",6
"2090","Washington and Lee University","USA",6
"2091","Washington Park Zoo","USA",1
"2092","Washington State","USA",1
"2093","Washington State U","missing",2
"2094","Washington State University","USA",67
"2095","Washington State University","missing",1
"2096","Washington U","USA",5
"2097","Washington U, St Louis","USA",14
"2098","Washington University","USA",15
"2099","Wayne State University","USA",5
"2100","Weber State U","USA",2
"2101","Weber State U ","USA",1
"2102","Wesleyan University","USA",3
"2103","West Virginia University","USA",8
"2104","Western Australian Ecology Centre","Australia",4
"2105","Western Cotton Research Lab.","USA",1
"2106","Western Fisheries Research Center","USA",1
"2107","Western Foundation of Vertebrate Zoology","missing",5
"2108","Western Michigan U","missing",7
"2109","Western Michigan University","USA",15
"2110","Western Michigan University","USA",2
"2111","Western U Canada","missing",4
"2112","Westing Associates","Sweden",1
"2113","Westleyan University","USA",2
"2114","Wichita State U","missing",4
"2115","Wichita State University","United States",5
"2116","Wilderness Society","USA",3
"2117","Wildlife Conservation Society","Kenya",2
"2118","Wildlife Conservation Society","USA",66
"2119","Wildlife Conservation Society ","India",7
"2120","Wildlife Institute of India","India",3
"2121","Wildlife Preservation Trust International","USA",3
"2122","Willamette U","USA",1
"2123","Williams College","USA",6
"2124","Wisconsin","USA",16
"2125","WL Delft Hydraulics","Netherlands",6
"2126","Woods Hole","USA",14
"2127","Woods Hole Oceanographic Institution","United States",2
